Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H2(20)
4.327312606610177e-06,0.054700809901540644,5.5122803118706885e-05,0.938,0.0,0.0,0.021889462002073923,0.0037126187642652375,0.049896781771565465,7.657844469425374e-25,1.0515033333045671e-24,0.0019968123832459716,-5.4157913766382045e-25,3.490432711027685e-34,8.104040694917769e-07,1.154343618586741e-16,0.012677167033308021,2.943638079656928e-07,3.262526564923294e-09,1.2714092341140272e-06,2.647091118155354e-07,1.3571346000152212e-06,4.150446253546319e-28,-5.132063496023421e-24,7.677582641059859e-05
4.335645985707649e-06,0.054700809901540644,5.506506111607237e-05,0.938,0.0,0.0,0.021879891814437023,0.003707763457874467,0.04989686678682028,7.713909300168366e-25,1.0500902419802937e-24,0.0019968100511331766,-6.34487681587498e-25,3.416696627947701e-34,8.100511333267108e-07,1.1588880613904835e-16,0.012686792983249222,2.9516326142713725e-07,3.263048273363207e-09,1.2708516661434175e-06,2.6475407595271253e-07,1.3591798631817103e-06,-3.207991084828867e-28,1.2427594084768855e-24,7.67233017578568e-05
4.343979364805121e-06,0.054700809901540644,5.500749910712835e-05,0.938,0.0,0.0,0.021870342508338705,0.003702918733763063,0.04989695169983759,7.770278787520283e-25,1.0497474178788858e-24,0.0019968077182314207,-5.4915278343760505e-25,3.3594031090926315e-34,8.096989673990401e-07,1.163441048106614e-16,0.012696397870101501,2.95963384848699e-07,3.263567419202641e-09,1.2702953126711564e-06,2.647988772445707e-07,1.361224193696603e-06,2.9192386994889346e-28,2.8712105243006092e-24,7.667078856766764e-05
4.352312743902593e-06,0.054700809901540644,5.4950116243116404e-05,0.938,0.0,0.0,0.02186081401267474,0.0036980845559771917,0.04989703651056883,7.826954013082502e-25,1.0507099570459463e-24,0.001996805384543946,-4.17295749805652e-25,3.320242697767016e-34,8.093475690815571e-07,1.168002590832577e-16,0.012705981765823724,2.9676417744650297e-07,3.2640840163824243e-09,1.2697401695614901e-06,2.64843516435252e-07,1.3632675924923899e-06,-2.6783279559859494e-28,-1.4847849179212139e-24,7.661828731574082e-05
4.360646123000065e-06,0.054700809901540644,5.489291168068783e-05,0.938,0.0,0.0,0.021851306256677423,0.003693260888732738,0.04989712121896797,7.8839360602311845e-25,1.0501019155807465e-24,0.0019968030500739763,-3.318547449448683e-25,3.2613762584934804e-34,8.089969357595294e-07,1.172572569825894e-16,0.012715544742032755,2.9756563843851207e-07,3.2645980787519484e-09,1.269186232698242e-06,2.6488799426450723e-07,1.365310060503034e-06,2.2635058524542518e-28,-1.4705463332006141e-24,7.656579847252685e-05
4.368979502097537e-06,0.054700809901540644,5.483588458186015e-05,0.938,0.0,0.0,0.021841819169913596,0.0036884476964142844,0.04989720582499147,7.941226014116458e-25,1.0494743063241497e-24,0.001996800714824719,-3.2785413156823694e-25,3.2024242727491705e-34,8.086470648306255e-07,1.1771509983399368e-16,0.012725086870005549,2.983677670445224e-07,3.265109620069891e-09,1.2686334979846935e-06,2.649323114677288e-07,1.3673515986639417e-06,-2.037231743696896e-28,1.3209830354612408e-24,7.651332250327061e-05
4.377312881195009e-06,0.054700809901540644,5.4779034113973946e-05,0.938,0.0,0.0,0.021832352682282546,0.003683644943574086,0.049897290328598284,7.998824961661636e-25,1.0503181398647741e-24,0.0019967983787993623,-3.0967127052912655e-25,3.1629125402951057e-34,8.082979537048361e-07,1.1817379414604778e-16,0.012734608220681213,2.991705624861544e-07,3.2656186540049204e-09,1.2680819613434654e-06,2.649764687759808e-07,1.369392207911933e-06,1.879184641646502e-28,6.055487700348741e-25,7.64608598680644e-05
4.385646260292481e-06,0.054700809901540644,5.472235944965006e-05,0.938,0.0,0.0,0.021822906724014077,0.003678852594931058,0.04989737472974984,8.05673399156241e-25,1.0507692441149156e-24,0.001996796042001075,-2.7682090311512177e-25,3.119523627954727e-34,8.079495998044041e-07,1.1863333660932548e-16,0.01274410886466308,2.9997402398684827e-07,3.266125194136406e-09,1.2675316187164015e-06,2.65020466916033e-07,1.3714318891852127e-06,-1.8108816759606288e-28,-1.0237717223460655e-24,7.640841102190043e-05
4.402313018487425e-06,0.054700809901540644,5.460953424832179e-05,0.938,0.0,0.0,0.02180407611812446,0.003669298969939486,0.04989754322454482,8.173486662070645e-25,1.0468787558794412e-24,0.0019967913660982983,1.7705905679919988e-25,2.9775681507267914e-34,8.072551534293792e-07,1.1955496383990639e-16,0.012763048313291971,3.015829420682487e-07,3.267130846863923e-09,1.2664344993675602e-06,2.6510798857732953e-07,1.3755084715672204e-06,-1.967891024966785e-30,-6.850118543039105e-24,7.630355649147647e-05
4.417313100862874e-06,0.054700809901540644,5.4508584621666216e-05,0.938,0.0,0.0,0.021787198090004987,0.0036607359392384943,0.04989769451912516,8.279635505239637e-25,1.0381321455223825e-24,0.001996787155173809,5.449256239711731e-25,2.788258848758978e-34,8.066327157906843e-07,1.203873095761227e-16,0.012780023701654559,3.0303323851012525e-07,3.268027539935012e-09,1.2654511351601048e-06,2.65186220921383e-07,1.3791742314769654e-06,1.8077190219298062e-28,-1.4714071512130048e-24,7.620923903450075e-05
4.432313183238323e-06,0.054700809901540644,5.4408191968062226e-05,0.938,0.0,0.0,0.021770385506848747,0.003652206076956827,0.04989784548125895,8.386806027559628e-25,1.0326126141120137e-24,0.0019967829417935055,6.967833538649841e-25,2.6432714695959805e-34,8.060126920249049e-07,1.2122239265028346e-16,0.01279693308321904,3.0448568098892187e-07,3.2689163602606486e-09,1.2644715773124845e-06,2.652639486702044e-07,1.3828369993999797e-06,-1.8201491493490428e-27,4.791658188191749e-24,7.611497310238109e-05
4.447313265613772e-06,0.054700809901540644,5.430835164768104e-05,0.938,0.0,0.0,0.021753637973445344,0.003643709183230679,0.04989799611080573,8.495004642285356e-25,1.0363023663961235e-24,0.0019967787259752325,5.56602104837682e-25,2.6160112829972393e-34,8.053950675317881e-07,1.220602250783855e-16,0.012813776857868024,3.0594026504084955e-07,3.269797383897302e-09,1.2634958028374734e-06,2.6534117591112634e-07,1.3864967808543117e-06,-1.1761684501368894e-28,-1.2396249569050713e-24,7.60207611709267e-05
4.462313347989221e-06,0.054700809901540644,5.4209059072857014e-05,0.938,0.0,0.0,0.02173695509789803,0.003635245059867565,0.0498981464076484,8.604237781213825e-25,1.0385104772478441e-24,0.001996774507736654,3.191424773489135e-25,2.570972982266697e-34,8.047798278338848e-07,1.2290078577186893e-16,0.012830555422117987,3.0739698622080205e-07,3.2706706860180826e-09,1.2625237889405918e-06,2.654179066888432e-07,1.3901535813703695e-06,1.370955204112565e-27,-3.2256048288147642e-24,7.592660566639787e-05
4.47731343036467e-06,0.054700809901540644,5.411030970734769e-05,0.938,0.0,0.0,0.021720336491588107,0.0036268135103284097,0.049898296371692685,8.71451189466934e-25,1.0366272192605517e-24,0.001996770287095257,2.260033466376879e-25,2.475535143830236e-34,8.041669585752208e-07,1.2374406699452317e-16,0.012847269169155616,3.088558401022557e-07,3.271536340925054e-09,1.261555513018033e-06,2.654941450059659e-07,1.3938074064904307e-06,-1.3130229130027808e-27,3.414846272357977e-24,7.583250896640491e-05
4.492313512740119e-06,0.054700809901540644,5.401209906560635e-05,0.938,0.0,0.0,0.02170378176913982,0.0036184143397098743,0.04989844600286663,8.825833451488548e-25,1.0376347541630481e-24,0.00199676606406835,2.520018144423225e-25,2.41896802136604e-34,8.035564455199773e-07,1.2459008599227444e-16,0.01286391848887371,3.103168222771766e-07,3.2723944220611934e-09,1.2605909526546214e-06,2.655698948235747e-07,1.3974582617681584e-06,-1.0702437398228877e-28,1.281316208221447e-24,7.573847340078889e-05
4.507313595115568e-06,0.054700809901540644,5.391442271206731e-05,0.938,0.0,0.0,0.021687290548385647,0.0036100473547269144,0.049898595301120126,8.938208939005537e-25,1.0387859643863324e-24,0.001996761838673065,1.851845315662838e-25,2.3666369009984193e-34,8.029482745512161e-07,1.254388343083268e-16,0.012880503767906526,3.1177992835592505e-07,3.273245002022286e-09,1.2596300856217941e-06,2.6564516006176016e-07,1.401106152768124e-06,1.6344188556913354e-27,-4.160855744532139e-24,7.564450125248578e-05
4.522313677491017e-06,0.054700809901540644,5.3817276260443405e-05,0.938,0.0,0.0,0.02167086245033208,0.0036017123636955597,0.049898744266424336,9.051644863036921e-25,1.0363030382439515e-24,0.0019967576109263634,1.6029981324323744e-25,2.2703703028123706e-34,8.023424316696045e-07,1.2629029335834897e-16,0.012897025389664755,3.1324515396715643e-07,3.2740881525687143e-09,1.2586728898756075e-06,2.6571994460014903e-07,1.4047510850653435e-06,-1.4674200156536918e-27,1.0906179024710555e-24,7.555059475837347e-05
4.537313759866466e-06,0.054700809901540644,5.3720655373035606e-05,0.938,0.0,0.0,0.021654497099125855,0.003593409176515929,0.0498988928987713,9.166147747866979e-25,1.0366055803591955e-24,0.0019967533808450356,1.8003022123852374e-25,2.210971026488837e-34,8.017389029921394e-07,1.2714447554034912e-16,0.012913483734369935,3.147124947577314e-07,3.2749239446368104e-09,1.2577193435547795e-06,2.6579425227842737e-07,1.408393064244817e-06,-3.0696643659596063e-28,3.668964682024044e-24,7.545675611010265e-05
4.552313842241915e-06,0.054700809901540644,5.3624555760054094e-05,0.938,0.0,0.0,0.021638194122020653,0.003585137604655458,0.04989904119817339,9.281724136232807e-25,1.0395605379212184e-24,0.001996749148445701,4.75355826947365e-26,2.186613940445251e-34,8.011376747509295e-07,1.2800138622691074e-16,0.012929879179088524,3.161819463926218e-07,3.2757524483501477e-09,1.2567694249787432e-06,2.658680868968593e-07,1.4120320959010822e-06,1.8260600019514456e-27,-3.175633972372052e-24,7.536298745491135e-05
4.567313924617364e-06,0.054700809901540644,5.352897317895094e-05,0.938,0.0,0.0,0.021621953149344127,0.0035768974611323392,0.049899189164662884,9.398380589309506e-25,1.03809606341478e-24,0.0019967449137448146,4.0051223308810213e-26,2.1079117292416503e-34,8.005387332919695e-07,1.288610030240547e-16,0.012946212097765437,3.1765350455481383e-07,3.276573733030876e-09,1.255823112645737e-06,2.659414522167892e-07,1.4156681856377704e-06,-1.475997775560978e-27,-2.0129417015533992e-24,7.526929089642461e-05
4.582314006992813e-06,0.054700809901540644,5.3433903433763877e-05,0.938,0.0,0.0,0.021605773814465476,0.0035686885604991844,0.04989933679829151,9.5161236866954e-25,1.0363424555519031e-24,0.0019967406767586638,1.4329026591287347e-25,2.0272858919347054e-34,7.999420650739069e-07,1.2972332623587208e-16,0.012962482861257214,3.191271649452217e-07,3.277387867210476e-09,1.2548803852309128e-06,2.660143519611379e-07,1.419301339067174e-06,-3.95518119464388e-28,4.542796578432524e-24,7.517566849543807e-05
4.597314089368262e-06,0.054700809901540644,5.33393423744712e-05,0.938,0.0,0.0,0.021589655753763346,0.0035605107188268876,0.04989948409912996,9.634960026397255e-25,1.0392051893996816e-24,0.001996736437503375,9.382763260711921e-27,2.006770835123816e-34,7.993476566668741e-07,1.3058837266171204e-16,0.012978691837364702,3.206029232825966e-07,3.2781949186404214e-09,1.2539412215844717e-06,2.660867898148986e-07,1.4229315618098215e-06,1.858182562429339e-27,-3.594704014311746e-25,7.508212227068708e-05
4.612314171743711e-06,0.054700809901540644,5.324528589635749e-05,0.938,0.0,0.0,0.02157359860659419,0.0035523637536887046,0.04989963106726753,9.754896224815585e-25,1.039456046391355e-24,0.001996732195994913,4.549851788045612e-28,1.954747565091673e-34,7.987554947513153e-07,1.314561258964004e-16,0.012994839390865385,3.2208077530343175e-07,3.278994954303138e-09,1.2530056007298225e-06,2.661587694256185e-07,1.4265588594940593e-06,-1.4351118707229446e-27,-4.723254846325251e-24,7.498865419960112e-05
4.62731425411916e-06,0.054700809901540644,5.315172993938991e-05,0.938,0.0,0.0,0.02155760201526105,0.0035442474841445282,0.0498997777028116,9.87593891672992e-25,1.03643428322443e-24,0.001996727952249082,1.2675290289061402e-25,1.8627844969700382e-34,7.981655661167916e-07,1.3232657017743723e-16,0.013010925883545214,3.235607167618781e-07,3.2797880404222313e-09,1.2520735018617658e-06,2.662302944038706e-07,1.4301832377556433e-06,-3.7709851456358274e-28,3.0658045766377992e-24,7.489526621904345e-05
4.642314336494609e-06,0.054700809901540644,5.305867048760486e-05,0.938,0.0,0.0,0.021541665624982654,0.0035361617307253664,0.0498999240058873,9.998094755284149e-25,1.0384360115157004e-24,0.001996723706281528,-2.9513352881803147e-26,1.8358093523548674e-34,7.975778576608592e-07,1.3319972527405674e-16,0.013026951674230092,3.2504274342965635e-07,3.280574242472458e-09,1.2511449043446952e-06,2.6630136832372343e-07,1.4338047022373334e-06,1.722591185093727e-27,3.598440862011786e-24,7.480196022603728e-05
4.657314418870058e-06,0.054700809901540644,5.296610356850474e-05,0.938,0.0,0.0,0.02152578908386302,0.003528106315418018,0.04990006997663705,1.0121370411971873e-24,1.0409579331986876e-24,0.0019967194581077445,-2.5734613778209835e-26,1.8167763916816203e-34,7.969923563879523e-07,1.3407559087774424e-16,0.013042917118816937,3.2652685109596387e-07,3.2813536251903644e-09,1.2502197877108322e-06,2.6637199472320626e-07,1.437423258588501e-06,-1.3356790160647306e-27,-5.449124721387048e-24,7.470873807847767e-05
4.672314501245507e-06,0.054700809901540644,5.2874025252464876e-05,0.938,0.0,0.0,0.021509972042861352,0.003520081061649948,0.04990021561522016,1.0245772576621795e-24,1.0374119638503617e-24,0.0019967152077430667,1.21788087796434e-25,1.7223674571226227e-34,7.964090494082173e-07,1.3495413839503419e-16,0.01305882257030432,3.2801303556739315e-07,3.282126252584135e-09,1.2492981316584713e-06,2.664421771047587e-07,1.44103891246474e-06,-2.5814348709694087e-28,-1.0562818052042387e-24,7.461560159583031e-05
4.687314583620956e-06,0.054700809901540644,5.278243165215002e-05,0.938,0.0,0.0,0.02149421415576237,0.0035120857942743423,0.049900360921812464,1.0371307957383165e-24,1.0369851673200338e-24,0.00199671095520268,-4.593828036548765e-26,1.668833258349884e-34,7.958279239364373e-07,1.3583537678903827e-16,0.013074668378822762,3.295012926678451e-07,3.282892187942699e-09,1.2483799160502557e-06,2.665119189356753e-07,1.4446516695274866e-06,1.4388726487343739e-27,6.924766812144641e-24,7.452255255981698e-05
4.702314665996405e-06,0.054700809901540644,5.2691318921940595e-05,0.938,0.0,0.0,0.02147851507914702,0.003504120339555365,0.04990050589660592,1.0497983280711186e-24,1.0417030266499162e-24,0.001996706700501619,-3.016098980976422e-26,1.6816309612582944e-34,7.952489672909725e-07,1.367193268159003e-16,0.0130904548916646,3.3099161823843985e-07,3.2836514938461327e-09,1.247465120911474e-06,2.6658122364855183e-07,1.4482615354436442e-06,-1.1730544230426974e-27,-2.5944990979902908e-24,7.442959271508804e-05
4.717314748371854e-06,0.054700809901540644,5.260068325736833e-05,0.938,0.0,0.0,0.021462874472363513,0.0034961845251535928,0.04990065053980823,1.0625805291352534e-24,1.0396464963047918e-24,0.0019967024436547674,1.0872737603967378e-25,1.60991272544615e-34,7.946721668926212e-07,1.37605960145057e-16,0.013106182453313494,3.324840081374359e-07,3.2844042321753704e-09,1.246553726428376e-06,2.666500946417186e-07,1.4518685158852166e-06,-8.819065656732015e-29,-6.704016653255612e-24,7.43367237698824e-05
4.732314830747303e-06,0.054700809901540644,5.2510520894561124e-05,0.938,0.0,0.0,0.021447291997498744,0.003488278180111637,0.04990079485164247,1.0754780752330873e-24,1.0355843531327046e-24,0.001996698184676864,-5.721574121121611e-26,1.514137366648166e-34,7.940975102635812e-07,1.3849526078043542e-16,0.013121851405473561,3.33978458240146e-07,3.285150464120218e-09,1.2456457129465062e-06,2.6671853527965966e-07,1.4554726165289493e-06,1.0594807005375017e-27,6.842932151121909e-24,7.424394739667486e-05
4.747314913122752e-06,0.054700809901540644,5.242082810969674e-05,0.938,0.0,0.0,0.021431767319350127,0.003480401134839941,0.04990093883234674,1.0884916444932388e-24,1.0408692853801745e-24,0.0019966939235825003,-2.1116586427547346e-26,1.537803001653489e-34,7.935249850264544e-07,1.393872636200243e-16,0.01313746208709813,3.3547496443885034e-07,3.2858902501894225e-09,1.2447410609690698e-06,2.66786548893438e-07,1.4590738430559747e-06,-9.448073836305068e-28,4.2865298210832994e-24,7.415126523281157e-05
4.762314995498201e-06,0.054700809901540644,5.233160121846586e-05,0.938,0.0,0.0,0.02141630010539769,0.0034725532211027626,0.04990108248217381,1.1016219168691383e-24,1.0429899728811176e-24,0.001996689660386127,8.96684614810711e-26,1.5224475433240302e-34,7.92954578903132e-07,1.4028196209819505e-16,0.013153014834418143,3.3697352264271764e-07,3.2866236502208013e-09,1.2438397511553115e-06,2.668541387811169e-07,1.462672201151464e-06,6.666154103924451e-29,-1.0622809302184875e-23,7.405867888113357e-05
4.77731507787365e-06,0.054700809901540644,5.2242836575543444e-05,0.938,0.0,0.0,0.0214008900257766,0.0034647342720043267,0.04990122580139074,1.1148695741375898e-24,1.0355112695513065e-24,0.0019966853951020476,-5.86451648280594e-26,1.386861453486782e-34,7.923862797137814e-07,1.4117931058647875e-16,0.013168509980970203,3.3847412877772265e-07,3.287350723387838e-09,1.2429417643189082e-06,2.6692130820815765e-07,1.4662676965042878e-06,6.591461190097338e-28,6.389450156926996e-25,7.396618991058842e-05
4.792315160249099e-06,0.054700809901540644,5.215453057406862e-05,0.938,0.0,0.0,0.021385536753249945,0.0034569441219751496,0.04990136879027859,1.1282352998973348e-24,1.037662625896846e-24,0.001996681127744428,-6.720277742480344e-27,1.3743245157924733e-34,7.918200753759262e-07,1.4207933431207716e-16,0.013183947857624244,3.3997677878656217e-07,3.2880715282089854e-09,1.2420470814263923e-06,2.669880604078189e-07,1.4698603348066822e-06,-6.697992823513257e-28,1.2740671645995848e-23,7.387379985683077e-05
4.807315242624548e-06,0.054700809901540644,5.206667964513321e-05,0.938,0.0,0.0,0.021370239963181985,0.0034491826067585374,0.04990151144913205,1.1417197795676214e-24,1.0461602777999871e-24,0.001996676858327295,6.358373171873472e-26,1.4429117464244525e-34,7.912559539033473e-07,1.4298206864093966e-16,0.013199328792610883,3.4148146862857753e-07,3.2887861225591895e-09,1.2411556835955975e-06,2.67054398581565e-07,1.4734501217539173e-06,1.5626110100337878e-28,-7.694578794986204e-24,7.378151022281154e-05
4.822315324999997e-06,0.054700809901540644,5.197928025727864e-05,0.938,0.0,0.0,0.0213549993335116,0.0034414495633972517,0.04990165377825913,1.1553237003867781e-24,1.0387502801662513e-24,0.0019966725868645363,-5.076548394293921e-26,1.3112271426412713e-34,7.906939034050911e-07,1.4388745631787332e-16,0.013214653111548425,3.429881942796736e-07,3.2894945636749153e-09,1.2402675520941105e-06,2.6712032589945326e-07,1.4770370630439783e-06,3.1444713399533614e-28,-1.172452697060014e-23,7.368932247935623e-05
4.837315407375446e-06,0.054700809901540644,5.1892328916e-05,0.938,0.0,0.0,0.021339814544726138,0.003433744830220336,0.04990179577798086,1.1690477514107863e-24,1.0325546484573038e-24,0.001996668313369905,5.4087716494328566e-27,1.1962233128863487e-34,7.901339120846268e-07,1.4479547658884868e-16,0.013229921137469505,3.4449695173223764e-07,3.2901969081613634e-09,1.2393826683377476e-06,2.6718584550050464e-07,1.4806211643772487e-06,-3.9614158168515522e-28,1.60270791882903e-23,7.359723806573251e-05
4.8523154897508946e-06,0.054700809901540644,5.1805822163258965e-05,0.938,0.0,0.0,0.0213246852798356,0.0034260682468301084,0.04990193744863092,1.1828926235118612e-24,1.0461030391324217e-24,0.0019966640378570183,3.679682537495203e-26,1.3318321975679782e-34,7.895759682387692e-07,1.4570620501796426e-16,0.013245133190847441,3.4600773699506355e-07,3.290893212006967e-09,1.2385010138890577e-06,2.672509604930924e-07,1.484202431456197e-06,1.7262461001785513e-28,6.337750597197416e-24,7.350525839020723e-05
4.8673155721263436e-06,0.054700809901540644,5.1719756577004805e-05,0.938,0.0,0.0,0.02130961122434708,0.003418419654089314,0.04990207879055539,1.1968590093770353e-24,1.0466691644698492e-24,0.0019966597603393614,-3.4844019079096733e-26,1.303776874718768e-34,7.890200602566857e-07,1.4661962066299225e-16,0.01326028958962222,3.4752054609327146e-07,3.2915835305875027e-09,1.237622570455838e-06,2.6731567395532464e-07,1.4877808699850755e-06,7.94651903887099e-29,-2.385510528674193e-23,7.341338483059321e-05
4.8823156545017926e-06,0.054700809901540644,5.163412877070134e-05,0.938,0.0,0.0,0.021294592066239598,0.003410798894108437,0.04990221980411243,1.2109476035067428e-24,1.0289230459614516e-24,0.001996655480830287,9.834890775556441e-27,1.045370998559733e-34,7.884661766191468e-07,1.475356312315591e-16,0.01327539064922618,3.4903537506823026e-07,3.2922679186682108e-09,1.2367473198896586e-06,2.673799889353961e-07,1.4913564856696186e-06,-1.8714768113670742e-28,4.4927945239469174e-24,7.332161873478602e-05
4.8973157368772415e-06,0.054700809901540644,5.1548935392862385e-05,0.938,0.0,0.0,0.02127962749593917,0.003403205810233165,0.04990236048967198,1.225159102213411e-24,1.038686623663787e-24,0.001996651199343018,1.445703037053708e-26,1.1361401040532352e-34,7.879143058974716e-07,1.4845430434856324e-16,0.013290436682609381,3.50552219977482e-07,3.292946430423083e-09,1.2358752441844229e-06,2.674439084519467e-07,1.494929284216751e-06,1.4679408262263307e-28,2.8670318961864514e-23,7.322996142129064e-05
4.9123158192526905e-06,0.054700809901540644,5.1464173126596305e-05,0.938,0.0,0.0,0.021264717206294255,0.003395640247032006,0.04990250084761548,1.2394942036200545e-24,1.0571407920700312e-24,0.0019966469158906497,-1.598240494454777e-26,1.336984172410866e-34,7.873644367525157e-07,1.4937571666237317e-16,0.013305428000264654,3.5207107689466403e-07,3.2936191194412555e-09,1.2350063254749392e-06,2.675074354944364e-07,1.4984992713342986e-06,-2.789613675478703e-29,-2.0897203950844803e-23,7.31384141797387e-05
4.9273159016281395e-06,0.054700809901540644,5.1379838689154466e-05,0.938,0.0,0.0,0.02124986089255142,0.003388102050284065,0.04990264087833558,1.25395360765887e-24,1.034011858663671e-24,0.0019966426304861475,8.121667754192521e-27,1.012649349971453e-34,7.868165579340197e-07,1.5029973355729528e-16,0.013320364910252326,3.535919419094337e-07,3.2942860387182224e-09,1.2341405460354973e-06,2.6757057302349306e-07,1.5020664527307064e-06,-8.68708144383063e-29,-2.688178597956763e-23,7.304697827139602e-05
4.9423159840035885e-06,0.054700809901540644,5.1295928831487014e-05,0.938,0.0,0.0,0.021235058252331396,0.00338059106696696,0.0499027805822359,1.2685380160698413e-24,1.0223969974764894e-24,0.001996638343142354,-8.309341921104073e-28,8.357940719615593e-35,7.862706582795951e-07,1.5122631626089488e-16,0.013335247718224683,3.5511481112739327e-07,3.2949472406802243e-09,1.2332778882784798e-06,2.6763332397124144e-07,1.5056308341147608e-06,1.1167009840032312e-28,4.176666030054935e-23,7.295565492966097e-05
4.9573160663790375e-06,0.054700809901540644,5.121244033781064e-05,0.938,0.0,0.0,0.02122030898560533,0.0033731071452448897,0.04990291995973067,1.2832481323993413e-24,1.0606930981132264e-24,0.001996634053871985,-1.4595020310707959e-27,1.2904919384095915e-34,7.857267267136588e-07,1.521556546631871e-16,0.013350076727450075,3.5663968067001423e-07,3.2956027772020538e-09,1.232418334752987e-06,2.676956912416532e-07,1.509192421195317e-06,-2.02765007444222e-29,1.4408450619577882e-23,7.286444536055372e-05
4.9723161487544865e-06,0.054700809901540644,5.112937002517822e-05,0.938,0.0,0.0,0.02120561279467143,0.0033656501344568454,0.04990305901124458,1.2980846619987433e-24,1.0558514734891808e-24,0.001996629762687634,6.900195459960948e-27,1.1991602907972e-34,7.851847522468925e-07,1.5308769669130763e-16,0.0133648522388368,3.5816654667456396e-07,3.296252699578585e-09,1.2315618681434685e-06,2.677576777108991e-07,1.5127512196810326e-06,-8.381647790233368e-29,-6.364804931973381e-23,7.277335074319655e-05
4.985816222892391e-06,0.054700809901540644,5.105496168401915e-05,0.938,0.0,0.0,0.02119243135843959,0.0033589617100123537,0.049903183879252626,1.3115462064103203e-24,9.768193678231529e-25,0.001996625898995574,1.4324764852575126e-27,1.8410401762071487e-35,7.846986395326748e-07,1.5392866344549354e-16,0.013378104705250282,3.5954242987372976e-07,3.2968328715713973e-09,1.2307936733047614e-06,2.678131423032249e-07,1.5159517587874259e-06,2.766720426461841e-30,-1.7519083750975712e-23,7.269146482456382e-05
4.999316297030296e-06,0.054700809901540644,5.098088724259246e-05,0.938,0.0,0.0,0.021179292460533298,0.0033522948541304066,0.04990330848389207,1.3251112351071063e-24,9.342005255936644e-25,0.001996622033772301,1.292654399542807e-26,-3.5624530678819386e-35,7.842140953447532e-07,1.5477173620729024e-16,0.013391314296343208,3.609199242971475e-07,3.2974085738456736e-09,1.2300279525158238e-06,2.67868302812257e-07,1.5191500479164367e-06,-1.1507593727438893e-29,5.655208185918967e-23,7.260967377318369e-05
5.0128163711682e-06,0.054700809901540644,5.090714444708268e-05,0.938,0.0,0.0,0.021166195888671288,0.0033456494593739035,0.04990343282549311,1.3387802660348937e-24,9.846926763820097e-25,0.0019966181670267443,3.5989804508483423e-26,2.8015344692065256e-35,7.837311118473913e-07,1.5561707561698622e-16,0.013404481226667408,3.622990271614101e-07,3.2979798426664733e-09,1.229264693429519e-06,2.679231612782512e-07,1.5223460912282318e-06,1.6765393788470673e-30,1.4692052882093042e-23,7.25279783946087e-05
5.024966437892314e-06,0.054700809901540644,5.084105764213784e-05,0.938,0.0,0.0,0.021154444988497664,0.003339686865156748,0.04990354450831409,1.3511717448111641e-24,1.0137667444846696e-24,0.0019966146856615096,3.851452399522443e-26,6.362334251691919e-35,7.832977546578473e-07,1.5637970761611566e-16,0.013416295165127554,3.6354159266388837e-07,3.2984902236877713e-09,1.2285798548715962e-06,2.6797227732305597e-07,1.5252206134728923e-06,-1.764696272822713e-30,-2.3236359949419258e-23,7.245453500662789e-05
5.0371165046164276e-06,0.054700809901540644,5.07752360471234e-05,0.938,0.0,0.0,0.02114272804897224,0.0033337414907480553,0.04990365597859576,1.3636482651325008e-24,9.85723063342184e-25,0.0019966112030767973,2.3645490687457897e-26,2.7071649371603714e-35,7.828656496888442e-07,1.5714399182838137e-16,0.013428074875261401,3.647854567423501e-07,3.2989970686529536e-09,1.2278969914797748e-06,2.680211518143568e-07,1.528093323006314e-06,3.8053304746474443e-31,6.572293183035375e-24,7.238117031692088e-05
5.049266571340541e-06,0.054700809901540644,5.0709678061179435e-05,0.938,0.0,0.0,0.021131044918371488,0.0033278132593558035,0.049903767236591394,1.3762102070331639e-24,9.697119468417448e-25,0.0019966077192789594,1.363583089546042e-26,6.38257070012103e-36,7.824347913402205e-07,1.5791002545028127e-16,0.013439820510405268,3.6603061738876463e-07,3.2995004032807594e-09,1.227216094429204e-06,2.6806978620361477e-07,1.5309642228593946e-06,1.117468119724958e-29,1.5665611491072887e-23,7.230788487894331e-05
5.061416638064655e-06,0.054700809901540644,5.064438209647715e-05,0.938,0.0,0.0,0.021119395445912657,0.0033219020946629895,0.04990387828255815,1.3888579513206627e-24,9.869387487391841e-25,0.0019966042342742943,1.5085251955327224e-26,2.7650098574162496e-35,7.820051740466445e-07,1.5867782427060434e-16,0.013451532222941582,3.6727707260170347e-07,3.3000002530633847e-09,1.2265371549497479e-06,2.681181819311905e-07,1.5338333160622677e-06,-9.842227175125657e-30,-1.1205339191316885e-23,7.223467923579524e-05
